gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
MOXD1,694.032788032556,2.49312676170442,0.164722345244324,8.35052344197164e-53,1.21890705080392e-50
ARHGAP31,961.703539258222,1.3713643780956,0.0906422998188203,8.61654325072629e-53,1.24767546270517e-50
SMIM28,219.601115235925,2.58731390268238,0.171842538136277,1.96735521817183e-52,2.82612138483413e-50
LIMK1,3286.64443526055,0.667564554496926,0.0440680287683944,3.13525682817303e-52,4.46835815668754e-50
CD9,2026.74597394151,-1.26965633212408,0.0844374383150571,3.41028295067325e-52,4.82235323493639e-50
IL13RA2,3476.84773100939,1.09559185337004,0.0731803585860193,9.91854868403151e-52,1.3916723347362e-49
PLXNB1,1785.72337456298,1.13209045355817,0.0759570516290757,1.90661743584658e-51,2.65459812221717e-49
ASCL1,1189.99826809365,-1.45392610736165,0.0976221436243983,2.99615154021892e-51,4.13972083037882e-49
TMC6,2330.87344901093,1.03291529136472,0.0694808320842948,5.31067717149622e-51,7.28206490940013e-49
SYT11,10670.1847543437,0.628370199655266,0.0417189943569401,1.45834197840575e-50,1.98466088790557e-48
SULF2,2828.14155300869,-0.99119954637615,0.0669188818992418,1.50894410215831e-50,2.0382006156019e-48
IRX6,308.109972896509,-1.46103659964064,0.0990119994530104,1.87888209190465e-50,2.50696810167826e-48
SRC,2026.81587021788,0.747228432717141,0.0504493167748187,1.88368873938256e-50,2.50696810167826e-48
CRCP,3777.56295218409,0.685336157503877,0.046496663479729,5.18434431501094e-50,6.8493892045035e-48
BDKRB2,547.633152262694,1.40962268789836,0.0958221589555316,5.32936898044575e-50,6.98996945986e-48
MYPN,91.1219509634898,3.94557735534208,0.268563143572558,1.39936798869993e-49,1.82219860399056e-47
SLC47A1,197.468068258289,2.15378078546837,0.147826795185587,1.72794107829687e-49,2.23398096551238e-47
HEBP2,3599.5815743312,0.941551039496138,0.0648873012670407,2.97015031011913e-49,3.81274614277705e-47
B4GALNT4,1288.38335944983,1.18794343751032,0.0816467548811611,5.14830649553331e-49,6.56227799782767e-47
UTRN,541.363312161136,-1.19910945963105,0.0828346331755969,8.32530919233007e-49,1.05376291175646e-46
PNMA8C,316.958036991236,1.42067302889518,0.0979032791863269,8.7052821992533e-49,1.09420560976725e-46
IGFBP3,1174.71913076732,0.953078771667975,0.0657546925962544,1.57690387399924e-48,1.96841104271629e-46
CRABP2,27160.3888698847,1.90080276208521,0.131669769611221,1.68399414603768e-48,2.08769137282753e-46
SMCO4,564.093236969559,-1.03598259018811,0.0716383318436057,2.5661364278008e-48,3.15966458116969e-46
ASAP2,1523.3979210829,1.05090667014616,0.0732684691954161,2.79027216881271e-48,3.41242744969662e-46
ETHE1,469.865744938616,1.45614664226235,0.100739661101665,3.12702217502429e-48,3.79859740724427e-46
ADM2,332.918272063662,1.64660002243139,0.11452015823179,4.4589151584713e-48,5.38042429122203e-46
ZNF853,506.061477620789,1.14983691568401,0.0802295100954598,1.26369246976575e-47,1.51475719885829e-45
CLIP2,2917.30012387815,0.994915360264109,0.0695213983269722,1.83312937290722e-47,2.17511167665295e-45
AGAP2,387.561534488944,1.51068487011801,0.105765218390146,1.83863031230885e-47,2.17511167665295e-45
SOX18,1195.15812140991,-1.05741321953245,0.0744580969690406,3.16359173275556e-47,3.71824742616075e-45
FAM167A,3383.84415294666,-1.17089032064143,0.0823034472868877,1.22394021912817e-46,1.42762464517674e-44
