gene	condition	cluster_v2
DBF4B	all downregulated	1
DBI	all downregulated	1
DBIL5P	all downregulated	1
DBR1	all downregulated	1
DBX1	all downregulated	1
DCAF1	all downregulated	1
DCAF4L1	all downregulated	1
DCDC1	all downregulated	1
DCK	all downregulated	1
DCLRE1A	all downregulated	1
DCLRE1B	all downregulated	1
DCLRE1C	all downregulated	1
DCP2	all downregulated	1
DCPS	all downregulated	1
DCST1	all downregulated	1
DCST1-AS1	all downregulated	1
DCST2	all downregulated	1
DCTD	all downregulated	1
DCTPP1	all downregulated	1
DCXR	all downregulated	1
DCXR-DT	all downregulated	1
DDB2	all downregulated	1
DDIAS	all downregulated	1
DDX11	all downregulated	1
DDX11-AS1	all downregulated	1
DDX12P	all downregulated	1
DDX18	all downregulated	1
DDX21	all downregulated	1
DDX23	all downregulated	1
DDX39A	all downregulated	1
DDX46	all downregulated	1
DDX47	all downregulated	1
DDX54	all downregulated	1
DDX55	all downregulated	1
DDX56	all downregulated	1
DDX59	all downregulated	1
DDX60	all downregulated	1
DEF6	all downregulated	1
DEK	all downregulated	1
DENND10	all downregulated	1
DENND1B	all downregulated	1
DENND6A	all downregulated	1
DEPDC1	all downregulated	1
DEPDC1B	all downregulated	1
DERA	all downregulated	1
DESI2	all downregulated	1
DGCR6L	all downregulated	1
DGCR8	all downregulated	1
DHCR24	all downregulated	1
DHDDS-AS1	all downregulated	1
DHFR	all downregulated	1
DHFRP1	all downregulated	1
DHODH	all downregulated	1
DHPS	all downregulated	1
DHRS13	all downregulated	1
DHRS4L2	all downregulated	1
DHTKD1	all downregulated	1
DHX15	all downregulated	1
DHX9	all downregulated	1
DIAPH1	all downregulated	1
DIAPH3	all downregulated	1
DIPK2A	all downregulated	1
DIS3L	all downregulated	1
DLEU2	all downregulated	1
DLG1	all downregulated	1
DLGAP5	all downregulated	1
DLX6	all downregulated	1
DMAC2	all downregulated	1
DMC1	all downregulated	1
DNA2	all downregulated	1
DNAAF5	all downregulated	1
DNAJA4	all downregulated	1
DNAJC1	all downregulated	1
DNAJC19P5	all downregulated	1
DNAJC21	all downregulated	1
DNAJC22	all downregulated	1
DNAJC3	all downregulated	1
DNAJC8	all downregulated	1
DNAJC9	all downregulated	1
DNASE2	all downregulated	1
DNMT1	all downregulated	1
DNMT3B	all downregulated	1
DNTTIP1	all downregulated	1
DOCK7	all downregulated	1
DOHH	all downregulated	1
DOK1	all downregulated	1
DOLPP1	all downregulated	1
DONSON	all downregulated	1
DOT1L	all downregulated	1
DPF1	all downregulated	1
DPH6	all downregulated	1
DPM1	all downregulated	1
DPP9	all downregulated	1
DPY19L1	all downregulated	1
DPY19L1P1	all downregulated	1
DPY19L2	all downregulated	1
DPY19L2P1	all downregulated	1
DPY19L2P2	all downregulated	1
DPY19L4	all downregulated	1
DPYSL5	all downregulated	1
DR1	all downregulated	1
DRD2	all downregulated	1
DRG1	all downregulated	1
DSCC1	all downregulated	1
DSEL	all downregulated	1
DSN1	all downregulated	1
DSTNP2	all downregulated	1
DTL	all downregulated	1
DTYMK	all downregulated	1
DUS3L	all downregulated	1
DUSP12	all downregulated	1
DUSP7	all downregulated	1
DUSP9	all downregulated	1
DUT	all downregulated	1
DVL2	all downregulated	1
DYNC2I2	all downregulated	1
DYNLT2B	all downregulated	1
DYRK2	all downregulated	1
DZIP1L	all downregulated	1
E2F1	all downregulated	1
E2F2	all downregulated	1
E2F7	all downregulated	1
E2F8	all downregulated	1
EAF2	all downregulated	1
EBP	all downregulated	1
ECI1	all downregulated	1
ECSIT	all downregulated	1
ECT2	all downregulated	1
EDRF1	all downregulated	1
EED	all downregulated	1
EEF1AKMT2	all downregulated	1
EEF1D	all downregulated	1
EEF1E1	all downregulated	1
EEF2KMT	all downregulated	1
EEFSEC	all downregulated	1
EFCAB1	all downregulated	1
EFHD2	all downregulated	1
EFNA5	all downregulated	1
EIF1AXP1	all downregulated	1
EIF2AK2	all downregulated	1
EIF2S1	all downregulated	1
EIF4A3	all downregulated	1
EIF4E	all downregulated	1
EIF4H	all downregulated	1
EIF4HP1	all downregulated	1
EIF5	all downregulated	1
EIF5A	all downregulated	1
EIF5A2	all downregulated	1
EIF5AL1	all downregulated	1
ELAVL1	all downregulated	1
ELF1	all downregulated	1
ELF2	all downregulated	1
ELK3	all downregulated	1
ELK4	all downregulated	1
ELL3	all downregulated	1
ELOF1	all downregulated	1
ELOVL2	all downregulated	1
ELP5	all downregulated	1
ELP6	all downregulated	1
EMC8	all downregulated	1
EMC9	all downregulated	1
EMD	all downregulated	1
EME1	all downregulated	1
EMG1	all downregulated	1
EMILIN1	all downregulated	1
EML1	all downregulated	1
EML4	all downregulated	1
EMP2	all downregulated	1
EMP3	all downregulated	1
ENDOG	all downregulated	1
ENHO	all downregulated	1
ENKD1	all downregulated	1
ENO1	all downregulated	1
ENOPH1	all downregulated	1
ENOSF1	all downregulated	1
ENTPD1-AS1	all downregulated	1
EP300-AS1	all downregulated	1
EPB41	all downregulated	1
EPN1	all downregulated	1
EPOR	all downregulated	1
ERBB3	all downregulated	1
ERBIN	all downregulated	1
ERCC6L	all downregulated	1
ERG28	all downregulated	1
ERH	all downregulated	1
ERI1	all downregulated	1
ERI2	all downregulated	1
ERLIN1	all downregulated	1
ERO1A	all downregulated	1
ERO1B	all downregulated	1
ESCO2	all downregulated	1
ESPL1	all downregulated	1
ESYT1	all downregulated	1
ETF1	all downregulated	1
ETV4	all downregulated	1
EXO1	all downregulated	1
EXOC3L1	all downregulated	1
EXOC5	all downregulated	1
EXOSC1	all downregulated	1
EXOSC2	all downregulated	1
EXOSC3	all downregulated	1
EXOSC8	all downregulated	1
EXOSC9	all downregulated	1
EZH2	all downregulated	1
F3	all downregulated	1
FABP5	all downregulated	1
FABP5P7	all downregulated	1
FADS1	all downregulated	1
FAF1	all downregulated	1
FAIM	all downregulated	1
FAM107A	all downregulated	1
FAM107B	all downregulated	1
FAM110A	all downregulated	1
FAM110D	all downregulated	1
FAM111B	all downregulated	1
FAM120A	all downregulated	1
FAM124A	all downregulated	1
FAM133B	all downregulated	1
FAM133DP	all downregulated	1
FAM135A	all downregulated	1
FAM151B	all downregulated	1
FAM161A	all downregulated	1
FAM174C	all downregulated	1
FAM204A	all downregulated	1
FAM222A-AS1	all downregulated	1
FAM43B	all downregulated	1
FAM72A	all downregulated	1
FAM72B	all downregulated	1
FAM72C	all downregulated	1
FAM72D	all downregulated	1
FAM76A	all downregulated	1
FAM83D	all downregulated	1
FAM98B	all downregulated	1
FANCA	all downregulated	1
FANCC	all downregulated	1
FANCD2	all downregulated	1
FANCE	all downregulated	1
FANCG	all downregulated	1
FANCI	all downregulated	1
FANCL	all downregulated	1
FARSB	all downregulated	1
FASTKD3	all downregulated	1
FAT3	all downregulated	1
FBF1	all downregulated	1
FBL	all downregulated	1
FBLN7	all downregulated	1
FBP1	all downregulated	1
FBXO2	all downregulated	1
FBXO22	all downregulated	1
FBXO4	all downregulated	1
FBXO43	all downregulated	1
FBXO45	all downregulated	1
FBXO5	all downregulated	1
FBXO6	all downregulated	1
FBXO8	all downregulated	1
FDPS	all downregulated	1
FEM1C	all downregulated	1
FEN1	all downregulated	1
FFAR2	all downregulated	1
FGF14-AS2	all downregulated	1
FGFR2	all downregulated	1
FGFR4	all downregulated	1
FH	all downregulated	1
FIGNL1	all downregulated	1
FKBP5	all downregulated	1
FLT3LG	all downregulated	1
FLT4	all downregulated	1
FN3KRP	all downregulated	1
FNBP4	all downregulated	1
FOXD1	all downregulated	1
FOXD2-AS1	all downregulated	1
FOXF1	all downregulated	1
FOXJ2	all downregulated	1
FOXM1	all downregulated	1
FOXN2	all downregulated	1
FOXN4	all downregulated	1
FOXP4	all downregulated	1
FOXRED2	all downregulated	1
FSCN1	all downregulated	1
FSIP1	all downregulated	1
FUS	all downregulated	1
FUT10	all downregulated	1
FUT11	all downregulated	1
FUT4	all downregulated	1
FUT9	all downregulated	1
FXYD6	all downregulated	1
FZD1	all downregulated	1
FZD5	all downregulated	1
FZD6	all downregulated	1
FZD9	all downregulated	1
G2E3	all downregulated	1
G3BP1	all downregulated	1
GABPB1	all downregulated	1
GABRQ	all downregulated	1
GADD45GIP1	all downregulated	1
GALE	all downregulated	1
GALK1	all downregulated	1
GALM	all downregulated	1
GAMT	all downregulated	1
GAPDH	all downregulated	1
GAPDHP65	all downregulated	1
GAR1	all downregulated	1
GAS2L1	all downregulated	1
GAS2L3	all downregulated	1
GASK1A	all downregulated	1
GBGT1	all downregulated	1
GCAT	all downregulated	1
GCFC2	all downregulated	1
GCLM	all downregulated	1
GEMIN2	all downregulated	1
GEMIN4	all downregulated	1
GET3	all downregulated	1
GFAP	all downregulated	1
GFER	all downregulated	1
GINS1	all downregulated	1
GINS2	all downregulated	1
GINS3	all downregulated	1
GINS4	all downregulated	1
GIPC3	all downregulated	1
GJC1	all downregulated	1
GK	all downregulated	1
GK4P	all downregulated	1
GK5	all downregulated	1
GLB1L2	all downregulated	1
GLE1	all downregulated	1
GLI1	all downregulated	1
GLI2	all downregulated	1
GLO1	all downregulated	1
GLRX2	all downregulated	1
GLRX3	all downregulated	1
GLYATL1	all downregulated	1
GLYATL2	all downregulated	1
GMCL1	all downregulated	1
GMNN	all downregulated	1
GMPPB	all downregulated	1
GMPS	all downregulated	1
GNA11	all downregulated	1
GNB1L	all downregulated	1
GNB4	all downregulated	1
GNE	all downregulated	1
GNGT2	all downregulated	1
GNPNAT1	all downregulated	1
GOLGA8H	all downregulated	1
GOLIM4	all downregulated	1
GON7	all downregulated	1
GPD2	all downregulated	1
GPM6B	all downregulated	1
GPN3	all downregulated	1
GPR135	all downregulated	1
GPR180	all downregulated	1
GPR22	all downregulated	1
GPR3	all downregulated	1
GPS2	all downregulated	1
GPSM2	all downregulated	1
GPX1	all downregulated	1
GPX3	all downregulated	1
GREM2	all downregulated	1
GRIK3	all downregulated	1
GRK6	all downregulated	1
GRM8	all downregulated	1
GRWD1	all downregulated	1
GS1-24F4.2	all downregulated	1
GSDMD	all downregulated	1
GSR	all downregulated	1
GSTM4	all downregulated	1
GSTP1	all downregulated	1
GTF2H2	all downregulated	1
GTF2H2C	all downregulated	1
GTF3A	all downregulated	1
GTF3C5	all downregulated	1
GTF3C6	all downregulated	1
GTPBP3	all downregulated	1
GTSE1	all downregulated	1
GTSE1-DT	all downregulated	1
GUCD1	all downregulated	1
GXYLT1	all downregulated	1
H1-10	all downregulated	1
H2AC11	all downregulated	1
H2AC16	all downregulated	1
H2AC17	all downregulated	1
H2AJ	all downregulated	1
H2AX	all downregulated	1
H2AZ1	all downregulated	1
H2AZ2	all downregulated	1
H2BC11	all downregulated	1
H3-3B	all downregulated	1
H3C12	all downregulated	1
H3C8	all downregulated	1
H4C1	all downregulated	1
H4C3	all downregulated	1
H4C9	all downregulated	1
HACD1	all downregulated	1
HACD2	all downregulated	1
HADH	all downregulated	1
HAPLN3	all downregulated	1
HAR1A	all downregulated	1
HASPIN	all downregulated	1
HAT1	all downregulated	1
HAUS1	all downregulated	1
HAUS2	all downregulated	1
HAUS4	all downregulated	1
HAUS5	all downregulated	1
HAUS6	all downregulated	1
HAUS8	all downregulated	1
HAX1	all downregulated	1
HCFC1	all downregulated	1
HCFC1R1	all downregulated	1
HCG11	all downregulated	1
HDAC1	all downregulated	1
HDAC5	all downregulated	1
HDAC9	all downregulated	1
HDDC3	all downregulated	1
HDGF	all downregulated	1
HDHD5	all downregulated	1
HEBP1	all downregulated	1
HECW2-AS1	all downregulated	1
HEG1	all downregulated	1
HELB	all downregulated	1
HELLS	all downregulated	1
HES6	all downregulated	1
HESX1	all downregulated	1
HEXIM1	all downregulated	1
HILPDA	all downregulated	1
HINT1	all downregulated	1
HINT2	all downregulated	1
HIRIP3	all downregulated	1
HJURP	all downregulated	1
HMBS	all downregulated	1
HMCES	all downregulated	1
HMGA1	all downregulated	1
HMGA1P3	all downregulated	1
HMGB1	all downregulated	1
HMGB1P10	all downregulated	1
HMGB1P5	all downregulated	1
HMGB1P6	all downregulated	1
HMGB1P9	all downregulated	1
HMGB2	all downregulated	1
HMGB3	all downregulated	1
HMGCS1	all downregulated	1
HMGN1	all downregulated	1
HMGN1P36	all downregulated	1
HMGN1P38	all downregulated	1
HMGN1P4	all downregulated	1
HMGN2	all downregulated	1
HMGN2P17	all downregulated	1
HMGN2P3	all downregulated	1
HMGN2P41	all downregulated	1
HMGN2P5	all downregulated	1
HMGN2P7	all downregulated	1
HMGN3	all downregulated	1
HMGN5	all downregulated	1
HMGXB4	all downregulated	1
HMMR	all downregulated	1
HMX2	all downregulated	1
HNF4G	all downregulated	1
HNRNPA1	all downregulated	1
HNRNPA1P21	all downregulated	1
HNRNPA1P35	all downregulated	1
HNRNPA1P39	all downregulated	1
HNRNPA1P48	all downregulated	1
HNRNPA1P7	all downregulated	1
HNRNPA1P77	all downregulated	1
HNRNPA2B1	all downregulated	1
HNRNPA3	all downregulated	1
HNRNPAB	all downregulated	1
HNRNPC	all downregulated	1
HNRNPCP2	all downregulated	1
HNRNPD	all downregulated	1
HNRNPDL	all downregulated	1
HNRNPF	all downregulated	1
HNRNPH1	all downregulated	1
HNRNPH3	all downregulated	1
HNRNPL	all downregulated	1
HNRNPLP2	all downregulated	1
HNRNPM	all downregulated	1
HNRNPR	all downregulated	1
HNRNPU	all downregulated	1
HNRNPUL1	all downregulated	1
HOMER2P1	all downregulated	1
HOXC11	all downregulated	1
HOXC13	all downregulated	1
HOXC-AS3	all downregulated	1
HP1BP3	all downregulated	1
HPDL	all downregulated	1
HPF1	all downregulated	1
HPGDS	all downregulated	1
HPRT1	all downregulated	1
HRAS	all downregulated	1
HS3ST3A1	all downregulated	1
HSD17B11	all downregulated	1
HSD17B13	all downregulated	1
HSD17B7	all downregulated	1
HSDL2	all downregulated	1
HSPA14	all downregulated	1
HSPA2	all downregulated	1
HSPB11	all downregulated	1
HSPB6	all downregulated	1
HSPBP1	all downregulated	1
HSPG2	all downregulated	1
HTR3B	all downregulated	1
HTR6	all downregulated	1
IBTK	all downregulated	1
ICAM3	all downregulated	1
ICAM4	all downregulated	1
ICMT	all downregulated	1
ICOSLG	all downregulated	1
ID2	all downregulated	1
ID2-AS1	all downregulated	1
ID4	all downregulated	1
IDH2	all downregulated	1
IDH3A	all downregulated	1
IDH3B	all downregulated	1
IDI1	all downregulated	1
IER3IP1	all downregulated	1
IFI30	all downregulated	1
IFI35	all downregulated	1
IFRD1	all downregulated	1
IFRD2	all downregulated	1
IGF2BP1	all downregulated	1
IGFBP4	all downregulated	1
IGFLR1	all downregulated	1
IGHD	all downregulated	1
IKBKB	all downregulated	1
IL17RC	all downregulated	1
IL17RE	all downregulated	1
IL20RA	all downregulated	1
ILF2	all downregulated	1
ILF3	all downregulated	1
ILKAP	all downregulated	1
ILVBL	all downregulated	1
IMMP1L	all downregulated	1
IMPA2	all downregulated	1
IMPDH2	all downregulated	1
INAVA	all downregulated	1
INCENP	all downregulated	1
ING1	all downregulated	1
ING2	all downregulated	1
INO80	all downregulated	1
INO80C	all downregulated	1
INO80E	all downregulated	1
INPPL1	all downregulated	1
INSYN1	all downregulated	1
INTS2	all downregulated	1
INTS7	all downregulated	1
INTS8	all downregulated	1
IPO11	all downregulated	1
IPO5	all downregulated	1
IQCB1	all downregulated	1
IQCC	all downregulated	1
IQCD	all downregulated	1
IQGAP1	all downregulated	1
IQGAP3	all downregulated	1
IRAK1	all downregulated	1
IRS1	all downregulated	1
IRX5	all downregulated	1
ISG15	all downregulated	1
ISY1	all downregulated	1
ITCH	all downregulated	1
ITGA2B	all downregulated	1
ITGA9	all downregulated	1
ITGA9-AS1	all downregulated	1
ITGAE	all downregulated	1
ITGAV	all downregulated	1
ITGB3BP	all downregulated	1
ITGB4	all downregulated	1
ITGB8-AS1	all downregulated	1
ITPKA	all downregulated	1
ITPR2	all downregulated	1
ITPRID2	all downregulated	1
ITPRIPL1	all downregulated	1
JADE1	all downregulated	1
JADE2	all downregulated	1
JMJD6	all downregulated	1
JMJD8	all downregulated	1
JPT2	all downregulated	1
KANK2	all downregulated	1
KAT2B	all downregulated	1
KAT8	all downregulated	1
KATNA1	all downregulated	1
KATNBL1	all downregulated	1
KAZALD1	all downregulated	1
KBTBD7	all downregulated	1
KCNAB3	all downregulated	1
KCNG3	all downregulated	1
KCNH6	all downregulated	1
KCNJ4	all downregulated	1
KCNJ8	all downregulated	1
KCNK3	all downregulated	1
KCNK5	all downregulated	1
KCNMB3	all downregulated	1
KCTD12	all downregulated	1
KCTD3	all downregulated	1
KCTD9	all downregulated	1
KDELR3	all downregulated	1
KDM2B	all downregulated	1
KHDC1	all downregulated	1
KHDRBS1	all downregulated	1
KHK	all downregulated	1
KHSRP	all downregulated	1
KIAA0319	all downregulated	1
KIAA0586	all downregulated	1
KIAA1841	all downregulated	1
KIF11	all downregulated	1
KIF14	all downregulated	1
KIF15	all downregulated	1
KIF16B	all downregulated	1
KIF18A	all downregulated	1
KIF18B	all downregulated	1
KIF1C	all downregulated	1
KIF20A	all downregulated	1
KIF20B	all downregulated	1
KIF21B	all downregulated	1
KIF22	all downregulated	1
KIF23	all downregulated	1
KIF24	all downregulated	1
KIF25-AS1	all downregulated	1
KIF2C	all downregulated	1
KIF4A	all downregulated	1
KIF4B	all downregulated	1
KIF5B	all downregulated	1
KIFC3	all downregulated	1
KIRREL2	all downregulated	1
KISS1R	all downregulated	1
KLF1	all downregulated	1
KLF15	all downregulated	1
KLF3	all downregulated	1
KLF6	all downregulated	1
KLHDC3	all downregulated	1
KLHL15	all downregulated	1
KLHL17	all downregulated	1
KLHL23	all downregulated	1
KLHL25	all downregulated	1
KLK1	all downregulated	1
KLRA1P	all downregulated	1
KMT2E-AS1	all downregulated	1
KMT5A	all downregulated	1
KMT5AP1	all downregulated	1
KNL1	all downregulated	1
KNOP1	all downregulated	1
KNSTRN	all downregulated	1
KNTC1	all downregulated	1
KPNA2	all downregulated	1
KPNB1	all downregulated	1
KREMEN1	all downregulated	1
KREMEN2	all downregulated	1
KRIT1	all downregulated	1
KRR1	all downregulated	1
KRT8P36	all downregulated	1
KTN1	all downregulated	1
KXD1	all downregulated	1
L2HGDH	all downregulated	1
LACTB2	all downregulated	1
LAGE3	all downregulated	1
LAMB2P1	all downregulated	1
LARGE2	all downregulated	1
LARP1B	all downregulated	1
LARP4	all downregulated	1
LARP7	all downregulated	1
LBR	all downregulated	1
LCN15	all downregulated	1
LCN9	all downregulated	1
LDHA	all downregulated	1
LDLR	all downregulated	1
LDLRAP1	all downregulated	1
LEAP2	all downregulated	1
LEMD3	all downregulated	1
LENG9	all downregulated	1
LEO1	all downregulated	1
LEPR	all downregulated	1
LGALSL	all downregulated	1
LGR5	all downregulated	1
LHX9	all downregulated	1
LIG1	all downregulated	1
LIMD1	all downregulated	1
LIMD1-AS1	all downregulated	1
LIN28B	all downregulated	1
LIN52	all downregulated	1
LIN9	all downregulated	1
LINC00235	all downregulated	1
LINC00237	all downregulated	1
LINC00337	all downregulated	1
LINC00574	all downregulated	1
LINC00967	all downregulated	1
LINC00997	all downregulated	1
LINC01036	all downregulated	1
LINC01037	all downregulated	1
LINC01224	all downregulated	1
LINC01297	all downregulated	1
LINC01415	all downregulated	1
LINC01515	all downregulated	1
LINC01679	all downregulated	1
LINC01686	all downregulated	1
LINC01770	all downregulated	1
LINC01852	all downregulated	1
LINC01932	all downregulated	1
LINC02012	all downregulated	1
LINC02036	all downregulated	1
LINC02037	all downregulated	1
LINC02076	all downregulated	1
LINC02323	all downregulated	1
LINC02790	all downregulated	1
LINC02878	all downregulated	1
LIPE	all downregulated	1
LIPT2	all downregulated	1
LIX1L	all downregulated	1
LLGL2	all downregulated	1
LMAN2	all downregulated	1
LMF2	all downregulated	1
LMNA	all downregulated	1
LMNB1	all downregulated	1
LMNB1-DT	all downregulated	1
LMNB2	all downregulated	1
LMO4	all downregulated	1
LMX1B	all downregulated	1
LNCDAT	all downregulated	1
LNP1	all downregulated	1
LOC100129096	all downregulated	1
LOC100129184	all downregulated	1
LOC100131859	all downregulated	1
LOC100133315	all downregulated	1
LOC100287653	all downregulated	1
LOC100288203	all downregulated	1
